10000,39950
1,7828
1,9575
2,1584
2,3271
2,5499
3,5747
3,8283
3,9757
4,368
4,610
4,3138
4,3976
4,5306
4,7604
4,9260
4,9469
5,2817
5,4019
5,4810
5,8969
5,9947
7,3378
7,3491
8,3727
8,3929
8,8863
8,9908
11,2794
11,3407
11,4252
11,4556
11,5243
11,6500
11,8842
11,9354
12,6782
12,6858
13,4977
13,5260
13,9723
14,1488
14,4580
14,7145
14,7447
15,1557
15,2533
15,2762
15,3851
18,1811
18,2202
18,2203
18,2843
18,3297
18,4244
18,5477
18,5523
18,5891
18,7277
18,8203
18,8292
18,8303
19,2817
19,8836
20,642
20,860
20,1257
20,1465
20,1681
20,2017
20,4294
20,4478
20,4652
20,6659
20,7400
20,7821
20,8508
24,1558
25,792
25,1835
25,3240
25,4138
25,4743
25,5085
25,5881
25,6231
25,6998
25,8493
26,1536
26,1994
26,3916
26,4109
26,4352
26,5006
26,5299
26,8209
26,8407
26,8750
27,133
27,1210
27,3361
27,3368
27,3554
27,5106
27,6033
27,6076
27,9047
27,9776
27,9875
28,7952
29,8158
29,9259
30,1725
30,5886
31,3351
31,6827
31,7014
31,7712
32,171
32,9159
33,6928
33,7422
34,1896
34,2361
34,2381
34,2897
34,3099
34,6700
34,7419
34,7780
34,7906
34,9401
36,3085
36,9506
37,2572
37,3343
37,3752
37,5672
37,6574
37,7831
38,807
38,7191
38,9754
40,661
40,972
40,2282
40,5590
40,7403
41,277
41,3768
41,5494
43,1032
43,6860
43,8125
43,9790
46,1214
46,2042
46,3314
47,120
47,2014
47,2822
47,6152
47,7163
47,8453
47,8941
48,920
48,3955
48,4229
48,4380
48,5547
48,5761
48,5935
48,8426
48,9290
48,9731
50,57
50,7309
50,7543
51,3903
51,5543
51,7740
51,7960
51,8333
51,10000
52,2963
52,3997
52,6669
53,1203
53,1763
53,2493
53,3895
53,4587
53,4851
53,6356
53,7340
53,7885
53,7972
53,8669
54,39
55,2599
55,4016
55,5916
55,7689
55,8091
55,8915
55,9024
55,9133
56,1644
56,1702
56,2137
56,2869
56,6345
56,9957
57,1844
58,9083
58,9116
59,1159
59,4346
59,5370
59,7867
59,9325
60,72
60,1370
60,2881
60,5268
60,9168
61,687
61,1585
61,5294
61,5517
63,8937
64,539
64,911
64,2080
64,5722
64,9518
65,305
65,1022
65,1204
65,3168
65,3449
65,3979
65,5199
65,5727
65,7479
65,8581
66,1866
66,2181
66,2185
66,2784
66,3205
66,5409
66,5760
66,6505
66,7177
66,8044
66,8219
66,8275
66,9761
66,9821
67,2093
68,112
68,2185
68,5634
68,7237
69,419
69,1561
69,3138
69,3359
69,3935
69,5822
69,6485
69,7530
69,7856
69,8362
69,9265
70,1224
70,8156
70,8366
72,1061
72,2183
72,9553
73,2170
73,7285
73,9932
76,7271
77,1135
77,2046
77,3442
77,3785
77,4693
77,9568
79,4556
79,7430
80,360
80,377
80,3899
80,4149
80,5831
80,5944
80,7971
80,8718
81,281
81,1692
81,4118
81,4790
81,5648
81,5971
81,7480
81,7544
81,9432
81,9635
84,3110
86,7838
88,4601
88,5219
88,5432
88,8639
90,92
90,502
90,919
90,6973
90,8788
90,8913
91,1192
91,1833
91,3329
91,4263
91,4267
91,5115
91,6193
91,6649
91,7232
91,8511
91,9401
92,5677
93,2663
93,4326
93,6647
94,3274
94,3695
94,4229
94,5035
94,7469
96,880
98,2179
98,4038
98,5295
98,6080
99,81
99,319
99,2838
99,3551
100,302
100,9916
101,2834
101,6412
101,6715
102,148
102,3610
102,5034
102,6627
102,7178
102,8525
102,9762
103,1181
103,3278
103,3655
103,4076
103,7051
103,9192
103,9207
105,114
105,194
105,3006
105,3218
105,4182
105,4523
105,4563
105,6632
105,6973
105,7081
105,8131
105,8813
105,9933
106,1191
106,3767
107,3620
107,5628
107,6214
108,68
108,3818
108,4073
108,4913
108,9323
109,657
109,4130
109,6195
109,7640
109,7950
109,8166
111,1991
112,3636
113,530
113,761
113,1465
113,9382
114,2286
114,4648
114,6105
114,6217
114,6661
114,9404
116,494
116,3091
116,6436
116,6987
116,9126
118,1399
118,2066
118,2611
118,4229
118,4408
118,5927
118,7062
118,7079
119,739
119,1038
119,8776
119,8801
119,9872
120,5885
120,9449
121,4446
121,7925
121,9633
122,2174
