10000,19997
1,6084
1,9633
2,5331
2,8296
3,335
3,7841
4,2098
4,4559
4,7591
4,9609
5,4741
7,6644
8,8509
8,9650
9,3400
11,320
11,6145
11,8747
11,9049
11,9975
12,4784
13,7178
14,2503
15,7007
15,9011
15,9136
18,2319
18,6524
18,7622
19,1604
19,9114
20,1593
20,8604
20,8855
20,9203
24,4085
24,6781
25,1791
25,3850
25,4731
25,6760
25,7060
26,65
26,378
26,2287
26,4327
27,2011
27,5532
27,7074
27,9970
28,1112
28,8269
29,4239
29,7704
30,1283
30,4280
31,851
31,6679
31,7322
32,5539
32,8258
33,6025
34,2105
34,4793
34,8285
36,6013
37,743
37,3847
37,5848
38,5498
40,2126
40,6982
41,6088
43,8518
43,9998
46,896
47,1070
47,5756
47,5860
47,6360
47,9660
47,9822
48,3301
48,6040
48,7389
48,8043
50,6504
50,6881
50,9121
51,2165
51,5618
51,7905
52,3061
52,7716
53,450
53,2921
53,7648
53,8300
54,1907
55,2415
55,5754
55,7933
56,7224
56,7888
57,3822
58,1010
58,1215
58,3714
59,1263
59,5946
59,8844
60,8443
60,9206
61,5854
61,6387
63,6443
64,763
64,3923
64,4102
65,2660
65,9708
66,426
66,1280
66,1976
66,3327
66,7387
66,7486
66,9965
67,7200
68,3159
68,9965
69,4961
69,6987
69,9864
70,7228
72,1218
72,3118
73,8506
76,1883
77,1371
77,2093
77,5737
77,5787
77,6306
77,6478
79,534
79,4621
80,340
80,6021
80,6672
80,8795
80,9151
81,1727
81,5952
81,9085
81,9130
81,9707
84,2387
86,5978
88,1092
88,2802
88,4820
90,2711
90,5110
90,7699
91,6655
91,7296
91,7449
91,8738
92,8700
93,311
93,8200
94,2837
94,9595
95,3240
96,863
96,8987
98,4845
99,611
99,7009
99,8951
100,3753
100,5076
101,1816
101,7606
102,3
102,1271
102,4735
102,5368
103,1475
103,5886
104,4839
105,1032
105,2184
105,2675
105,9337
105,9643
106,3640
107,5449
108,3676
108,7037
109,3311
109,5250
109,6221
109,6941
111,530
112,2917
113,2510
113,4290
114,795
114,4071
114,6629
116,4973
117,4360
118,3571
118,5600
119,3469
119,5244
119,9905
120,1657
120,2817
120,7967
121,69
122,1044
122,2601
122,7856
122,8015
122,9464
123,1363
124,983
124,1430
124,3174
124,4095
125,417
125,581
125,1833
125,2520
125,9554
126,3599
126,7280
126,7319
126,9092
126,9336
127,2070
127,3839
127,3942
127,5227
127,5766
128,1113
128,2288
128,4375
128,7468
129,820
129,968
130,212
130,7230
131,9472
132,412
132,2065
133,2270
133,2772
133,6186
134,7040
135,3055
136,1921
136,6499
137,150
137,1690
137,3199
137,8463
138,4507
138,5736
139,900
139,6338
141,444
141,9973
142,140
142,7592
143,818
143,3471
143,9082
144,8412
144,9091
145,598
145,3882
145,8763
146,1840
147,2154
147,3559
147,4739
147,5871
147,6932
147,7642
148,802
148,4406
148,4991
149,4973
149,5173
149,8947
150,6981
151,7804
152,6920
152,9195
153,4633
153,9736
154,8765
155,4334
155,7462
156,644
157,1552
157,3349
157,8074
158,4966
158,6630
159,1479
159,7151
159,9891
160,6585
161,3000
161,5359
161,8941
162,5347
163,447
163,4146
163,4348
163,9634
164,60
164,2568
164,7915
164,8187
166,1287
166,6452
166,7260
166,7449
166,7834
168,1377
168,2700
168,4447
168,8011
169,1317
169,4461
169,6888
169,7721
169,8170
169,8520
169,9235
170,5099
171,3060
171,4649
171,8112
172,8158
173,5853
175,4543
176,4704
176,5797
177,561
177,1637
177,5009
178,2824
179,2001
179,5089
180,368
180,2949
180,4682
181,878
181,2344
181,7766
182,5355
182,9630
183,7374
184,407
184,564
184,856
184,1305
184,6724
185,272
185,1024
185,7720
186,2099
187,7461
187,9226
188,2883
188,3940
189,271
189,2769
189,8293
190,546
190,5996
191,5705
191,7725
192,3453
192,6786
192,8533
192,9691
193,846
193,4467
193,7129
194,2581
194,3121
194,3169
195,1920
195,8530
195,9603
196,262
196,3059
197,2621
197,9119
197,9405
198,7441
198,7713
199,1044
199,7511
200,7179
200,9479
201,2294
201,8372
202,6930
204,6631
206,2749
206,4849
207,4760
207,4791
207,6028
207,8654
208,6244
209,447
209,4808
210,2066
210,3678
210,6406
211,7550
213,4360
213,9500
214,2112
214,2874
214,8565
215,4756
216,3110
216,6829
217,2068
217,6586
218,5651
219,8244
219,9354
220,1284
220,2675
220,4812
221,693
222,598
222,4748
222,9650
223,253
224,2732
225,7939
226,642
226,3736
226,9827
227,5056
229,3689
230,9081
231,8917
232,545
232,3764
232,6900
233,7328
233,8397
236,5694
236,5861
237,3802
237,7940
238,1816
238,8828
240,1635
240,2339
240,5099
240,8245
241,139
241,2016
242,1259
242,3938
242,9838
243,6502
244,1627
244,2762
244,7398
246,3811
246,4848
246,7212
247,1456
247,6854
248,247
248,4050
249,10
249,3704
249,5553
249,7012
249,8154
250,366
251,1883
251,2790
251,8190
252,1664
252,2953
253,7472
254,787
254,3277
255,6113
255,7800
257,5834
258,7124
258,8850
259,6826
259,8457
260,1129
260,5473
261,1805
261,7853
261,9074
262,3134
262,4893
262,5006
263,6194
264,2704
264,2953
264,3912
264,4149
265,1272
265,4145
265,7711
266,1869
266,7922
267,2118
267,9475
268,22
268,7552
268,8313
268,9303
269,1483
269,2351
270,3709
271,8113
272,26
272,5795
273,6235
273,9996
274,3224
274,9248
275,3110
275,4164
276,3782
276,3877
276,9009
277,2983
277,4628
277,6485
279,3498
279,4471
279,4546
279,9122
281,166
281,4903
282,3208
282,6200
282,8260
284,2585
284,4381
284,8462
286,2935
286,4920
286,5604
288,1648
288,1668
288,6509
289,854
289,3109
289,7727
289,8643
290,2827
291,238
291,1015
291,9512
292,9332
293,2298
293,7656
295,5234
295,9037
296,2136
296,6969
296,9087
296,9534
298,5205
298,5870
299,6215
299,8311
300,4994
301,4390
301,7397
302,3855
302,3978
304,2340
304,2485
304,6402
304,8623
305,7138
306,4278
306,5026
306,6904
306,7570
307,1096
307,8968
308,4852
309,6867
311,9798
312,927
312,2883
312,3742
312,8655
313,308
313,423
313,5754
313,6625
313,8250
313,9724
314,6293
315,346
315,7405
316,7114
317,7228
317,7730
317,7914
318,7188
319,2620
319,3282
321,7952
321,8281
322,1355
322,2909
322,5319
322,6004
322,8102
323,1659
323,3443
323,5254
323,8889
324,1427
324,2469
325,3326
325,7919
326,8545
328,911
329,5789
329,9357
330,3692
330,8595
331,5801
332,4841
332,7387
332,9397
333,377
333,3623
334,4961
334,6354
334,7934
334,8628
334,8999
335,8578
335,9094
336,586
336,3310
336,7849
337,4043
337,7047
338,5414
339,1174
339,6638
340,6317
340,7249
342,1135
343,283
343,2143
343,2654
343,5362
343,8805
343,9786
344,1803
344,3201
344,4140
345,2832
345,4822
346,3708
346,5931
346,6688
346,7205
346,9818
347,9721
348,2005
349,4167
349,5491
351,1751
351,2665
351,3719
351,4658
351,5553
351,6465
353,2630
353,3330
355,1263
355,9133
356,8217
357,2802
357,6798
357,7826
357,7893
359,2089
359,2508
359,8395
360,6408
360,8203
362,887
362,1484
362,3532
362,5316
362,5378
364,735
364,6038
364,7588
365,2799
365,4638
365,9730
367,1214
368,7752
369,1857
369,3012
369,7603
369,9096
369,9497
370,4962
370,6000
370,8737
371,5908
372,2979
372,5195
372,5792
373,697
373,7176
374,1017
375,897
375,1792
375,8364
375,9371
376,2009
376,5504
376,5718
376,6744
377,420
377,9083
377,9894
378,1489
378,2077
378,2255
378,7546
378,8397
378,9880
379,7692
380,2558
380,5831
381,9746
382,9623
383,1854
383,3695
383,6652
383,9397
383,9864
384,1238
384,9837
387,262
387,879
388,4812
390,4289
390,6612
390,8321
391,7121
391,8864
392,6361
393,2206
393,8049
394,2000
395,513
396,6968
397,8866
399,3694
399,9822
400,9042
400,9132
401,2054
401,2577
401,6060
402,324
404,7139
404,7923
405,420
405,2455
405,8457
406,707
406,3829
407,4637
407,6215
408,2536
408,9468
409,5618
409,8687
410,2791
410,3167
410,5104
410,7783
410,9469
411,5828
411,7145
411,7221
411,9959
412,4115
412,5611
413,1128
413,1482
413,6965
413,7864
414,111
414,1288
414,7446
414,9340
415,1404
415,7567
416,309
416,4620
416,5207
416,9779
417,906
417,987
417,3168
418,4995
418,6241
418,8683
419,3117
419,5022
419,5533
419,8596
421,2597
421,2701
422,8756
423,627
424,5331
424,6766
425,8592
426,1836
427,1683
427,6809
428,2081
428,6633
428,8411
430,7892
430,9295
431,7031
431,9490
432,6437
432,9234
433,1753
433,3314
433,5251
433,9962
435,6034
437,449
438,1847
438,6463
439,6674
439,7115
440,7833
440,9181
441,4235
441,4764
442,5355
443,2807
443,7238
443,8130
445,5008
445,6913
446,9422
448,2844
448,4523
448,4540
448,5157
448,5376
449,4156
449,6977
449,9718
450,6031
451,1393
452,2472
453,5018
453,6401
453,8582
454,6373
454,7858
454,9258
455,657
455,6744
456,2003
456,7121
457,585
457,3641
457,5568
457,8925
460,5838
460,6841
460,8468
460,9657
461,1158
461,5168
462,997
462,3181
462,3388
463,2074
463,8149
464,1598
467,3026
467,3461
467,3797
467,4287
467,9626
468,2350
468,3838
469,671
469,4314
469,8976
470,3965
471,3169
472,8167
472,9068
472,9442
475,2784
475,3730
476,4854
476,5868
476,7468
477,425
477,749
477,2445
477,7549
477,9454
478,9581
479,4284
480,356
480,5274
480,8366
480,8879
481,6855
482,6984
482,9047
483,1435
483,9124
483,9865
485,6817
485,7435
485,9504
486,329
486,774
486,4388
486,7955
487,965
487,1027
487,3300
487,5907
489,899
489,1928
489,4895
489,5614
489,7466
490,2856
490,4972
491,2047
492,5947
492,6452
492,6730
493,6728
493,8923
494,2249
494,4732
495,523
495,2630
495,7890
495,8853
496,605
497,61
497,2578
497,2946
497,4526
498,4161
498,9304
499,352
499,1240
499,2757
500,148
500,5090
