10000,19998
1,1191
1,4504
1,5135
1,6630
2,7107
3,8375
6,6180
6,6679
7,3426
7,4582
7,7458
8,4807
9,4414
10,5148
10,6105
11,8462
11,9077
11,9682
13,6814
15,350
15,7210
16,9237
17,3826
17,6984
17,8662
18,561
18,3976
18,9002
19,8892
21,2573
21,6396
22,2686
22,3616
22,9172
23,294
23,4347
24,484
24,1614
24,3877
24,9695
25,643
25,3067
26,7400
26,9006
26,9440
27,1347
27,2027
27,2974
27,3488
27,3969
27,7786
28,2680
28,3448
28,6212
28,9798
30,6251
32,925
32,1859
32,7425
33,810
33,4532
33,9118
34,2380
34,5161
36,2162
36,4248
36,4904
36,5606
36,7567
36,8417
36,9088
38,2186
38,2377
38,9181
40,25
40,3700
40,4385
40,5447
41,1748
41,2662
41,8398
42,109
42,6562
42,8335
42,8554
44,6828
45,5007
45,5792
45,9147
46,6271
46,7025
46,8040
47,2665
47,2852
47,4123
49,3554
49,8738
50,5934
51,6761
52,4909
54,123
54,651
54,2439
54,3747
54,7008
55,477
55,9882
56,1889
56,1902
56,2676
57,2235
57,7571
58,730
58,5301
58,5826
58,8561
59,965
59,9047
60,1763
60,1871
60,9502
61,1716
61,6405
62,3790
62,5381
62,6377
63,4059
63,6716
63,8137
64,4242
65,643
65,6259
66,3345
66,7729
68,627
69,5720
69,7620
69,9539
70,363
70,4507
70,6909
71,8168
72,5039
72,8867
73,1349
73,1786
73,5893
73,5906
73,6211
73,6367
73,7139
73,7844
74,1100
74,4350
74,9965
75,421
76,5192
76,9036
78,2874
78,4287
78,4541
80,6425
81,1045
81,3413
81,6489
82,8353
82,9356
82,9682
83,243
83,604
83,5034
84,9784
86,1480
86,6192
88,2920
88,4598
88,8930
89,4343
89,4748
89,7552
89,8588
90,1282
90,2876
91,2157
91,3309
91,5135
91,6862
91,7424
93,324
94,5235
94,5586
94,8228
95,8265
96,8224
97,296
97,906
97,2083
98,6898
98,9097
99,2249
99,4632
99,4829
99,7884
99,8833
99,9525
100,9997
101,1530
101,4528
101,4843
101,9412
102,1848
102,4933
103,852
103,2008
103,2842
103,9974
104,785
104,3654
106,190
106,5551
107,875
107,5751
107,8010
109,928
109,8035
110,5258
110,9778
110,9840
111,3142
112,2525
112,5519
113,2108
114,6969
115,1124
115,1455
115,7297
115,8268
116,1767
116,5188
116,7352
116,7662
117,1761
117,3264
117,9099
118,4292
118,8868
118,9837
119,159
119,6246
120,9033
121,2990
121,4412
121,5580
121,5969
122,1406
122,6201
122,7539
122,8000
124,6040
124,9431
126,6764
128,1599
130,1363
130,4795
130,7098
131,2278
131,3242
131,3992
131,6585
131,7367
131,9256
132,3864
133,9181
134,5879
135,4830
135,5659
135,8138
136,601
136,783
136,6100
137,6437
137,8628
138,7343
138,8394
138,9515
140,2807
140,7979
141,1803
141,3977
141,5803
141,7421
142,5888
143,2832
143,5971
143,8369
143,9661
144,2543
144,6478
144,9593
145,2606
145,3256
146,4013
146,4099
146,4143
146,4262
147,343
147,5348
148,2466
148,2962
148,4037
148,4147
148,4584
149,4482
149,9105
149,9509
150,3794
151,4361
151,6340
152,8498
152,9032
152,9708
154,2484
154,7396
155,5460
155,6030
156,3596
157,1869
157,2520
159,8342
160,273
160,7315
160,9856
161,4119
161,8225
162,2005
163,771
163,8856
164,1332
164,8270
166,2291
166,3784
166,5636
166,5851
166,6222
166,6835
167,2541
167,5472
167,5785
168,2586
168,4212
169,6608
170,64
170,6111
171,6784
171,7597
171,8852
172,3929
172,6923
172,7243
173,306
173,4732
173,6451
173,7468
173,7751
174,2957
175,4397
175,7909
177,1491
177,1888
177,7380
178,2902
179,337
179,1025
180,726
180,5317
180,8160
181,7516
182,5892
182,6315
182,7258
182,7501
182,7606
182,9685
183,5457
184,547
184,5095
185,8639
186,5
187,9514
188,5319
188,5627
188,6051
188,8039
189,1239
189,6556
189,8409
190,5079
190,5431
190,6341
190,6831
191,5993
191,8092
192,4365
192,9338
193,1133
193,3075
194,9526
195,9149
196,159
196,629
196,2145
196,6262
196,8326
197,1798
197,4162
197,7530
197,9462
198,579
198,8239
199,8578
200,2272
200,6982
203,1570
203,4864
203,5115
205,32
205,6484
205,8494
206,1974
206,4979
207,2155
208,6996
208,7516
208,7870
209,1870
209,6280
210,8426
210,9844
211,2557
211,2584
211,4531
211,4915
212,1222
212,1283
212,1446
212,2523
212,3318
212,5149
212,6710
213,479
214,2863
214,3199
214,3806
214,5113
215,1708
216,7214
216,9977
217,578
218,2866
219,3154
219,4864
219,6902
219,8405
220,3331
220,4279
220,4975
221,632
222,49
222,508
222,3811
222,6581
223,3877
223,7745
224,5543
224,8505
225,1146
225,4627
225,7848
225,8837
226,3372
226,5330
227,10
227,7059
227,7610
